,video_id,commenter_channel_url,commenter_channel_id,commenter_channel_display_name,comment_id,comment_like_count,comment_publish_date,text,commenter_rating,comment_parent_id,collection_date,reply_count
10,ng2o98k983k,http://www.youtube.com/channel/UC9rsgD6ySq0tjxiRKmTmwkA,UC9rsgD6ySq0tjxiRKmTmwkA,zafer bağdu,Ugx82hFE1AQClsOi5Ut4AaABAg,0,1593259269.0,hi i am writing  class name  corectly and result is none what is the problem,none,,2020-07-07 23:38:13.040131,0.0
11,ng2o98k983k,http://www.youtube.com/channel/UCcmY6W3yGJQGUNwB8WWrB-Q,UCcmY6W3yGJQGUNwB8WWrB-Q,Daniel Worgan,UgwSPlxKcBSu-TGDbh14AaABAg,0,1593160641.0,Thanks again. I think a Selenium tutorial would be useful as well!,none,,2020-07-07 23:38:13.040131,0.0
12,ng2o98k983k,http://www.youtube.com/channel/UCIPWcUyPCUcZPCYXMLhd21w,UCIPWcUyPCUcZPCYXMLhd21w,Alieu Badjie,UgzmrVS-XLcpxwPi3iF4AaABAg,0,1593087697.0,I will love you to make a video of web scarping  for quotes.toscrape.com and books.toscrape.com using beautifulsoup4 and selenium and adding user menu for login if possible,none,,2020-07-07 23:38:13.040131,0.0
13,ng2o98k983k,http://www.youtube.com/channel/UCqBEgEO96w-J-Z0sYsvxx4w,UCqBEgEO96w-J-Z0sYsvxx4w,kinshuk vats,UgxPtu_odR-cNXHlWwF4AaABAg,0,1593016991.0,Amazing. The way you teach the most complex things in the most simplest way is commendable 👍🏻👍🏻👍🏻❤️❤️❤️,none,,2020-07-07 23:38:13.040131,0.0
14,ng2o98k983k,http://www.youtube.com/channel/UCXJKVuFoKrrY4uNULNqCwrQ,UCXJKVuFoKrrY4uNULNqCwrQ,Muzahidur Rahman,UgypC8M4TeQw-be-ElJ4AaABAg,0,1592957755.0,Thank you. Can't believe I have been building scrapers for months still got so much deep understanding from a single video.,none,,2020-07-07 23:38:13.040131,0.0
15,ng2o98k983k,http://www.youtube.com/channel/UCgzh4rn5KzRoohwAM5O4iMw,UCgzh4rn5KzRoohwAM5O4iMw,Howard Xian,UgzL82Fq4B_16JlPOCV4AaABAg,0,1592693122.0,"Please also create a tutorial on Scrapy, thanks!",none,,2020-07-07 23:38:13.040131,0.0
16,ng2o98k983k,http://www.youtube.com/channel/UCmrpylmqCVETvIoQz243wUA,UCmrpylmqCVETvIoQz243wUA,Shariq Ahmed,UgyxDkRnSHb7Q2DvUb14AaABAg,0,1592574820.0,One of the finest web scraping with BS4 tutorials on YouTube! Thank you so much sir!,none,,2020-07-07 23:38:13.040131,0.0
17,ng2o98k983k,http://www.youtube.com/channel/UCxdISuEBJ9Eg06sW8BuvbjA,UCxdISuEBJ9Eg06sW8BuvbjA,Ab Cd,UgyZID6R_jfr_x_L-wJ4AaABAg,0,1592538793.0,"great solution and tips bro!! thank you for your video., I will definitely try to improve my scraping skills with your tutor. but as non-tech user  Also I have found good alternative to scrape amazon reviews https://e-scraper.com/useful-articles/a-hassle-free-method-to-scrape-amazon-reviews/. maybe it helps to somebody too.",none,,2020-07-07 23:38:13.040131,0.0
18,ng2o98k983k,http://www.youtube.com/channel/UCE0NQpMq6J0OKRoN1MVw3GA,UCE0NQpMq6J0OKRoN1MVw3GA,Tyler Prometheus,Ugzy7BNtqScypxEQKhh4AaABAg,0,1592526073.0,"what are the key pairs to comment out and indent (manipulate) multiple lines at once while highlighting them?
I've tried every combo I can think of and I see it all the time but nobody ever says how they do it.
thanks.",none,,2020-07-07 23:38:13.040131,0.0
19,ng2o98k983k,http://www.youtube.com/channel/UCEqIeKfCjW4e4_S6rsG233g,UCEqIeKfCjW4e4_S6rsG233g,Jared Crenshaw,Ugx6eaNVWlM1B8VkFph4AaABAg,0,1592504009.0,"Phenomenal lesson, will be referencing later. Thank you so much!",none,,2020-07-07 23:38:13.040131,0.0
20,ng2o98k983k,http://www.youtube.com/channel/UCgvLZ8y2XD0son0-7tD_HwQ,UCgvLZ8y2XD0son0-7tD_HwQ,Rishabh Kumar,UgzyQltX62oiy7oh9cZ4AaABAg,0,1592466380.0,"His teaching is so good ,i had a orgasm in the mid video.(no homo).Joker aside Great video.",none,,2020-07-07 23:38:13.041130,0.0
21,ng2o98k983k,http://www.youtube.com/channel/UCx-paX8btcGTrzVKgcBnj2Q,UCx-paX8btcGTrzVKgcBnj2Q,Binx Coder,UgzrjSCPfSf0bOLbRgF4AaABAg,0,1592388239.0,Navigating with CSS selectors? BTW great content!,none,,2020-07-07 23:38:13.041271,0.0
22,ng2o98k983k,http://www.youtube.com/channel/UCL-3-zsC4xZud50guyUjQDg,UCL-3-zsC4xZud50guyUjQDg,TNT Captain,UgzMZrETAPoLi6BYpeN4AaABAg,1,1592316407.0,"This is how to teach in a proper way, in some videos a code is already given and they just read it out which makes it difficult to understand.
Thanks Corey, keep up the great work.",none,,2020-07-07 23:38:13.041271,0.0
23,ng2o98k983k,http://www.youtube.com/channel/UCIu6dlLnha1XHiESu3khyLg,UCIu6dlLnha1XHiESu3khyLg,Programmer Nikhil,UgxCzuaupY6nILQJq2R4AaABAg,1,1592119283.0,Thank you very much sir .,none,,2020-07-07 23:38:13.041271,0.0
24,ng2o98k983k,http://www.youtube.com/channel/UCMPMtB6vDXu650-u4VA0cjw,UCMPMtB6vDXu650-u4VA0cjw,Guru prasad,Ugwzvqj9KoTf-Efaq_J4AaABAg,1,1592077076.0,"Amazing video! the content and the way of explanation was very crisp and clear, i personally feel this is one of the best tutorial for Web scraping, thanks Corey.",none,,2020-07-07 23:38:13.041271,0.0
25,ng2o98k983k,http://www.youtube.com/channel/UCJ3FxqzhU3qEny-gwwxXhVg,UCJ3FxqzhU3qEny-gwwxXhVg,Ants,Ugx13bqwk-u-1KjmvBx4AaABAg,0,1592046379.0,Do data scientists use this?,none,,2020-07-07 23:38:13.041271,0.0
26,ng2o98k983k,http://www.youtube.com/channel/UCqlrAM4RubzxH3QAm9ZDZ5A,UCqlrAM4RubzxH3QAm9ZDZ5A,Ammar A Hasan,UgyV7a-B9sujpWejorx4AaABAg,1,1592030048.0,"Amazing, Thanks alot",none,,2020-07-07 23:38:13.041271,0.0
27,ng2o98k983k,http://www.youtube.com/channel/UCps7Z5AY-AgRzykl003Rqvw,UCps7Z5AY-AgRzykl003Rqvw,Rohan Pednekar,Ugz0N0PUX5Av7N8F0cd4AaABAg,1,1592020179.0,Thanks :),none,,2020-07-07 23:38:13.041271,0.0
28,ng2o98k983k,http://www.youtube.com/channel/UCe7hnDdXLYZ9O-PYkaUjDHw,UCe7hnDdXLYZ9O-PYkaUjDHw,Pangeran,Ugyj4NwvOahREDrMXyR4AaABAg,0,1591722706.0,"Hey please help, when i did the requests function, python did not show the html tags and classes but not the text inside them",none,,2020-07-07 23:38:13.041271,0.0
29,ng2o98k983k,http://www.youtube.com/channel/UC6581WT9-Xy9oHoljV_EOew,UC6581WT9-Xy9oHoljV_EOew,umar,Ugwv8f2hSJIT2uDX3Mp4AaABAg,0,1591676187.0,can anyone pls send me cheet sheet (notes) for this video?,none,,2020-07-07 23:38:13.041271,0.0
30,ng2o98k983k,http://www.youtube.com/channel/UCsyrhcpY615tAJGRkwIZ02Q,UCsyrhcpY615tAJGRkwIZ02Q,Jonatan Søgaard,UgzhB6twLhpzPFJCzzB4AaABAg,1,1591625092.0,"Wow, your Sublime doesn't say 'unregistered'! I don't think I have seen that in a video before...",none,,2020-07-07 23:38:13.041271,0.0
31,ng2o98k983k,http://www.youtube.com/channel/UCgDV6rF4HdQ7N65SQAvAhnw,UCgDV6rF4HdQ7N65SQAvAhnw,Amit Shukla,UgzxcCQyzvrklARWxOd4AaABAg,1,1591539488.0,Great video 🙌🙌,none,,2020-07-07 23:38:13.041271,0.0
32,ng2o98k983k,http://www.youtube.com/channel/UCnVrQSVlOMK7R5UOJpCpAiQ,UCnVrQSVlOMK7R5UOJpCpAiQ,Ujjawal Sharma,UgwEufvYmgSONARzHEh4AaABAg,1,1591491429.0,Thanks for such a great video ❤️,none,,2020-07-07 23:38:13.041271,0.0
33,ng2o98k983k,http://www.youtube.com/channel/UCPWVYKUJsSwM9aXoFpCkYyQ,UCPWVYKUJsSwM9aXoFpCkYyQ,akhil kn,UgyEBXg3eohK5MgrKr14AaABAg,0,1591266392.0,The one and only helpful video for beginners,none,,2020-07-07 23:38:13.042135,0.0
34,ng2o98k983k,http://www.youtube.com/channel/UCbswJS54a8QOx8Mh4dFKJsw,UCbswJS54a8QOx8Mh4dFKJsw,Dhairya Shah,UgyuBLfXjZK1bsWzFUd4AaABAg,0,1591256980.0,how can we read data from csv file and use some of it in my own html page??,none,,2020-07-07 23:38:13.042135,0.0
35,ng2o98k983k,http://www.youtube.com/channel/UC2-porxlUi9uh5vIzH4SqVw,UC2-porxlUi9uh5vIzH4SqVw,All The Mikeys Are Taken,UgzUTEom80OX6eFSyUR4AaABAg,0,1591158845.0,Can you cover the same topic using selenium plz?,none,,2020-07-07 23:38:13.042135,0.0
36,ng2o98k983k,http://www.youtube.com/channel/UC5xFcb4jjmZL0N6CWEiMoUw,UC5xFcb4jjmZL0N6CWEiMoUw,pratik joshi,UgxzCRuDBWTKTA9s1rB4AaABAg,0,1591111968.0,"I'm Getting 0 while printing the len function:
Here is my code
Thanks in advance
from urllib.request import urlopen as uReq
from bs4 import BeautifulSoup as soup
my_url = 'https://www.daraz.com.np/catalog/?_keyori=ss&from=input&page=3&q=headphones&spm=a2a0e.11779170.search.go.15bb2d2btaSWVj'
uClient = uReq(my_url)
page_html = uClient.read()
uClient.close()
page_soup = soup(page_html, ""html.parser"")
containers = page_soup.findAll(""div"", {""class"":""c2prKC""})
print(len(containers))",none,,2020-07-07 23:38:13.042135,0.0
37,ng2o98k983k,http://www.youtube.com/channel/UCNZb_b4TpNmfn_6Y9ulA-Ng,UCNZb_b4TpNmfn_6Y9ulA-Ng,rakesh rayudu,UgybrxfjeAA1DDOCJ9J4AaABAg,0,1590983900.0,"Hi Corey.. Thanks for the tutorials.. I'm not able to parse the text directly, I have to use encode method which is converting the text into byte code.. If I don't use encode, it is throwing UnicodeEncodeError: ascii code can't encode character '\u2013'.. can you please help me with this? I'm using python 3.6.9.. thanks..",none,,2020-07-07 23:38:13.042135,0.0
38,ng2o98k983k,http://www.youtube.com/channel/UCX-tWsKPmJPdP77vouuib1w,UCX-tWsKPmJPdP77vouuib1w,Ck Lam,UgxmgETkIcLp-LeyB_Z4AaABAg,0,1590932617.0,wonder how to deal with the error : 'cp950' codec can't encode character,none,,2020-07-07 23:38:13.042135,1.0
39,ng2o98k983k,http://www.youtube.com/channel/UCqR-_hTAksRM3v27U-OlQQg,UCqR-_hTAksRM3v27U-OlQQg,Chandra Morgan,Ugxcj3t2dDCApak_15p4AaABAg,0,1590824177.0,"great and awesome video, i wonder how to parse CSS elements from website for scraping?",none,,2020-07-07 23:38:13.042135,0.0
40,ng2o98k983k,http://www.youtube.com/channel/UC4E30od8C6RJRxC-PDEATBQ,UC4E30od8C6RJRxC-PDEATBQ,Mayar Mohsen,Ugz96iaNZNK_3_euy0V4AaABAg,1,1590750854.0,Easiest Tutorial on youtube thank you,none,,2020-07-07 23:38:13.042135,0.0
41,ng2o98k983k,http://www.youtube.com/channel/UCZIU4YpipaZ7XWZ7tm5-4Ug,UCZIU4YpipaZ7XWZ7tm5-4Ug,Divya Gurumoorthy,Ugy3eeS3wkjNnWkqe5F4AaABAg,0,1590480277.0,"Thank you so much sir :) This was so clearly explained and included some possibilities of error, which I actually did face, and you also told us how they could be solved as well.

I just have a question. In the 'find' method, only the first occurrence of that particular tag/class is retrieved. Is there a way to extract the 'nth' div/ nth occurrence of a particular class instead of using find all? Thanks a ton :)",none,,2020-07-07 23:38:13.042135,0.0
42,ng2o98k983k,http://www.youtube.com/channel/UC-Zmooe59zX3pfXWpFSYpEQ,UC-Zmooe59zX3pfXWpFSYpEQ,Vish,Ugzv6e1lQ43qF-cVN494AaABAg,0,1590412623.0,Thank you once more for the step-by-step real life examples. Can you please do a video for xml processing?,none,,2020-07-07 23:38:13.042135,0.0
43,ng2o98k983k,http://www.youtube.com/channel/UCGggrS0hT8fcBBhRbf6tasw,UCGggrS0hT8fcBBhRbf6tasw,Joshua Harvey,Ugznzqa8Z2SpWvrStBh4AaABAg,0,1590339217.0,"Great video, thank you Corey!",none,,2020-07-07 23:38:13.042135,0.0
44,ng2o98k983k,http://www.youtube.com/channel/UCbR62LpAMNjkJ6itQONv40w,UCbR62LpAMNjkJ6itQONv40w,Hamza el bouti,UgxXtC80U14y4DKAbGd4AaABAg,0,1590332157.0,"i cant  get the script from script tag """"""as string""""""",none,,2020-07-07 23:38:13.042135,0.0
45,ng2o98k983k,http://www.youtube.com/channel/UC1ECDJk4pkAJ0Q0G4QMoeSw,UC1ECDJk4pkAJ0Q0G4QMoeSw,Javed Ahmad,UgzOSdAWZMeT2wgU7jB4AaABAg,0,1590324023.0,Wonderful,none,,2020-07-07 23:38:13.042135,0.0
46,ng2o98k983k,http://www.youtube.com/channel/UC03vYw8G_BXSkA4ltQjUSOw,UC03vYw8G_BXSkA4ltQjUSOw,Joy Sharma,Ugy2FLZ-g7wV7nA1A_14AaABAg,0,1590301271.0,"Hey Corey, Please create some videos on numpy!",none,,2020-07-07 23:38:13.043131,0.0
47,ng2o98k983k,http://www.youtube.com/channel/UC9FdSSmNV7ttIRLMhS7kzEw,UC9FdSSmNV7ttIRLMhS7kzEw,Ajay K S,UgyoztxLbFMN_L0UPvB4AaABAg,1,1590230857.0,What an amazing tutorial!! Thank you Corey! :),none,,2020-07-07 23:38:13.043131,0.0
48,ng2o98k983k,http://www.youtube.com/channel/UChr8g3vryQHZ5aa1_jLsI_g,UChr8g3vryQHZ5aa1_jLsI_g,Abi D Vu,UgyBbKjfsv_Jr32arBJ4AaABAg,1,1590100742.0,So clear. Very easy to understand. Thank you.,none,,2020-07-07 23:38:13.043131,0.0
49,ng2o98k983k,http://www.youtube.com/channel/UCIY6ZTKcoUXtuoRsU613ZvA,UCIY6ZTKcoUXtuoRsU613ZvA,Naman kumar,UgyxcHOqy79GRnzRUMd4AaABAg,0,1590026890.0,"sir i  am getting an error 	 ImportError: cannot import name 'beautifulsoup' from 'bs4'   plzz help",none,,2020-07-07 23:38:13.043131,3.0
50,ng2o98k983k,http://www.youtube.com/channel/UCREPxaFjg0ea7e-KHrSX5ag,UCREPxaFjg0ea7e-KHrSX5ag,Connor Hayes,UgyA7nFF9eV_fziFdht4AaABAg,0,1589922986.0,"Note for Windows users: When using open() on a windows machine, you have to specify utf-8 encoding with open('file', encoding='utf-8'). Windows does not default to utf-8 and fails to encode some common bytes",none,,2020-07-07 23:38:13.043131,0.0
51,ng2o98k983k,http://www.youtube.com/channel/UCnhppW7PfYQRSjVSNwTuiAA,UCnhppW7PfYQRSjVSNwTuiAA,Henrique Junqueira,Ugw4OZpzfub3VqQ76fV4AaABAg,1,1589644366.0,"Corey, this is just THE BEST explanation about web scrapping with python. Just notice that you could explore a little bit more about the page response with the get method. Sometimes I have trouble trying to access one specific site, and I have to manage it in different forms. And some more detailed explanations about when it's possible and not possible to scrape data from websites.

Only this detail that I've missed. All the rest it's just perfect.",none,,2020-07-07 23:38:13.043131,0.0
52,ng2o98k983k,http://www.youtube.com/channel/UCC33cE0axinJEJfZoxEyXIw,UCC33cE0axinJEJfZoxEyXIw,Courtney,Ugyg6tbLBKtnYRwrxCt4AaABAg,0,1589627040.0,Python holy grail!,none,,2020-07-07 23:38:13.043131,0.0
53,ng2o98k983k,http://www.youtube.com/channel/UC53eVK3q6TxOrK6PloJB-xA,UC53eVK3q6TxOrK6PloJB-xA,Joost Wildenborg,UgwG7E5BeqSAyIvuPmN4AaABAg,1,1589579691.0,"Thanks, Corey. This was really helpful! Excellent video.",none,,2020-07-07 23:38:13.043131,0.0
54,ng2o98k983k,http://www.youtube.com/channel/UClRH--NY6qebbMDMkXzxOBQ,UClRH--NY6qebbMDMkXzxOBQ,Arpit Kaushal,UgwlELkSb3oofiluvPV4AaABAg,0,1589557069.0,"Getting these question marks ����  in place of  - ' "" _  when scraping the said website. Please help.",none,,2020-07-07 23:38:13.043131,0.0
55,ng2o98k983k,http://www.youtube.com/channel/UClRH--NY6qebbMDMkXzxOBQ,UClRH--NY6qebbMDMkXzxOBQ,Arpit Kaushal,Ugx-Fippd_Ega5TE8Q94AaABAg,0,1589556864.0,"Hi, thanks for the video! It was a good mini-project! :) 
I have an issue, I hope you (someone) can help out. 
 Getting � in place of ', '', - and some other characters. 
Here's my code - 
https://repl.it/talk/share/replacement-characterreplacement-characterreplacement-character-Characters-are-not-getting-printed-instead-getting-replacement-character/37693",none,,2020-07-07 23:38:13.043131,0.0
56,ng2o98k983k,http://www.youtube.com/channel/UChrWOdjEoiWSkrfHSFQEImA,UChrWOdjEoiWSkrfHSFQEImA,Matthew Birkholtz,UgwqNmlmHVi_VIVSvJx4AaABAg,1,1589435558.0,VERY NICE!,none,,2020-07-07 23:38:13.043131,0.0
57,ng2o98k983k,http://www.youtube.com/channel/UCSEBKnzEMPHCC_BvhMG5q8g,UCSEBKnzEMPHCC_BvhMG5q8g,Thaung Than,Ugy3B8Yk-0h0Pc_eu6F4AaABAg,1,1589373403.0,"Very helpful! Thank you, Corey.",none,,2020-07-07 23:38:13.043131,0.0
58,ng2o98k983k,http://www.youtube.com/channel/UCVWO1H6p6woxlNtT8zx1YJw,UCVWO1H6p6woxlNtT8zx1YJw,Gwanghyeon Gim,Ugwwk0NWHOl9HgNPkTB4AaABAg,1,1589239518.0,Thank you Corey. I can personally assure that your work doesn't go for nothing. I hope I can donate more to your patreon in the future.,none,,2020-07-07 23:38:13.043131,0.0
59,ng2o98k983k,http://www.youtube.com/channel/UCDI0q1918OiT8JaKSBvX-Dg,UCDI0q1918OiT8JaKSBvX-Dg,Jason Ahn,UgzIGZhDpabhQiJTxZ54AaABAg,0,1589173198.0,very helpful,none,,2020-07-07 23:38:13.044131,0.0
60,ng2o98k983k,http://www.youtube.com/channel/UC_kFGUICUgspn1N3lyhTO0Q,UC_kFGUICUgspn1N3lyhTO0Q,Solar System Sports Pridiction,UgwdH7oFDsi40a3Iy714AaABAg,0,1589110248.0,"how to kicked sports data, by time and loop calculation help me out",none,,2020-07-07 23:38:13.044131,0.0
61,ng2o98k983k,http://www.youtube.com/channel/UC4cUSBEvTXmgx6CiV_AaN_Q,UC4cUSBEvTXmgx6CiV_AaN_Q,Boris,UgzkJ7b0nCwR7CnYtZR4AaABAg,0,1589103411.0,"Whoever gets weird symbols when opening the .csv in *Excel*, change this line:
csv_file = open('cms_scrape.csv', 'w', *encoding='utf-8-sig'*)
Thanks once again Corey for brilliant content 💎",none,,2020-07-07 23:38:13.044131,0.0
62,ng2o98k983k,http://www.youtube.com/channel/UCE4SO4weAe7wbchTVN8VbCA,UCE4SO4weAe7wbchTVN8VbCA,Ll Wk,UgyAjUlBKNT0UfqEXPF4AaABAg,1,1589092644.0,This was really clear and easy to understand. Thanks!,none,,2020-07-07 23:38:13.044131,0.0
63,ng2o98k983k,http://www.youtube.com/channel/UCWdI7HbHh8W2PcxO-T3xpdg,UCWdI7HbHh8W2PcxO-T3xpdg,Xintong Liu,UgzpRKgrReDYuJ80rMR4AaABAg,0,1588986255.0,"Brief conclusion:
This video is some basic sytax for the BeautifulSoup.
1. How to get access to first element.
2. How to get access to the specific ones. 
3. How to parse by using split.
4. Deal with missing information.
5. Create and write csv file.",none,,2020-07-07 23:38:13.044131,0.0
64,ng2o98k983k,http://www.youtube.com/channel/UCjI42jCGFRbfGpXnQYkDy4w,UCjI42jCGFRbfGpXnQYkDy4w,Lucas Toccheton,UgyjjKCF-LSD0ec0E0x4AaABAg,1,1588956558.0,Absolutely the best. Didn't need anything else for my first web crawler!!! Thanks you!,none,,2020-07-07 23:38:13.044131,0.0
65,ng2o98k983k,http://www.youtube.com/channel/UCBXxDYSLRkCvSUiib53-bVg,UCBXxDYSLRkCvSUiib53-bVg,indratej reddy,UgydN4tvvbqTsSSUKK54AaABAg,0,1588954238.0,sir how to do xml parsing ?,none,,2020-07-07 23:38:13.044131,0.0
66,ng2o98k983k,http://www.youtube.com/channel/UCeIUHEXnk-0jAsVTKwpjBwg,UCeIUHEXnk-0jAsVTKwpjBwg,RAJ MANI,Ugzm4n3GFhfP2doSs-14AaABAg,0,1588853641.0,Hey ...Can there be a python code where i would like to append a html file into an another html file into a particular div,none,,2020-07-07 23:38:13.044131,0.0
67,ng2o98k983k,http://www.youtube.com/channel/UCB_JHgwALfOXIwFwPqw6hdQ,UCB_JHgwALfOXIwFwPqw6hdQ,Lucas Pinsdorf,UgyxTRLmC1talHPjsft4AaABAg,0,1588696543.0,"Hello! Perfect video! Would just like to know if you have some tips to getting the same kind of information (same structure of the data) from different url's of the same website. The url's are: ""www.yyyy.com/id=1"" I just have to change the 1 to 50.000. Thank you!",none,,2020-07-07 23:38:13.044131,0.0
68,ng2o98k983k,http://www.youtube.com/channel/UC4rT5SbxXahMC_dZpO2nYew,UC4rT5SbxXahMC_dZpO2nYew,Abdullah Al Nibir,UgwCjVfc2VYEMpVKWQt4AaABAg,0,1588664509.0,"10: 32 when I run i get,
attributeerror: module 'html5lib.treebuilders' has no attribute '_base'
Can anyone help?",none,,2020-07-07 23:38:13.044131,1.0
69,ng2o98k983k,http://www.youtube.com/channel/UCuPzc7vKd1aA4NMU89SEdHQ,UCuPzc7vKd1aA4NMU89SEdHQ,Raj Tiwari,UgzFKTlDNoZek4Z7zud4AaABAg,0,1588454574.0,thanks a ton...,none,,2020-07-07 23:38:13.044131,0.0
70,ng2o98k983k,http://www.youtube.com/channel/UCk-i1yj2zbhpOvMs1kDCzoA,UCk-i1yj2zbhpOvMs1kDCzoA,J L,Ugx_fGHChaWjdEgmDiZ4AaABAg,0,1588247098.0,I was looking for 20:14 at the beginning damn man hahah but still nice video,none,,2020-07-07 23:38:13.044131,0.0
71,ng2o98k983k,http://www.youtube.com/channel/UCuIGkqt1bQ7iiZnZrgzzwMw,UCuIGkqt1bQ7iiZnZrgzzwMw,Farhad Hossain,UgxJcxh4VwyJEJxOy_Z4AaABAg,0,1588055444.0,"Scraper API handles proxies, browsers, and CAPTCHAs, so you can get the HTML from any web page with a simple API call!
Scraper API offers 1000 free API calls without Any credit card required.
One of the most frustrating parts of automated web scraping is constantly dealing with IP blocks and CAPTCHAs. Scraper API rotates IP addresses with each request, from a pool of millions of proxies across over a dozen ISPs, and automatically retries failed requests, so you will never be blocked. Scraper API also handles CAPTCHAs for you, so you can concentrate on turning websites into actionable data.
If you wish to try Scraper API here is a 10% coupon for you to give it a try — apiscraping10",none,,2020-07-07 23:38:13.044131,0.0
72,ng2o98k983k,http://www.youtube.com/channel/UCGb9zl_bXHY98VmOTJqLs2A,UCGb9zl_bXHY98VmOTJqLs2A,Jingyi Wang,UgxHni7rCU8Wt82gnXN4AaABAg,0,1588000959.0,"Hi Corey, I have a question about grabbing the website URL. Why can't we just use ""src"" as our video link? As the one you get at 29:43 ? If I click what we get from vid_src, it will be directed to the video page. In this case, why do we even need to get the video ID and then create the link? Thank you so much. Have a great week!",none,,2020-07-07 23:38:13.044131,1.0
